"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","","","177","","com.lists.RemoverListaTest","","com.lists.RemoverListaTest","","testQuandoRemovoUmaListaEntaoObtenhoStatusCode500EOsDadosDaResposta",""
"passed","","","411","","com.lists.RemoverFilmeTest","","com.lists.RemoverFilmeTest","","testQuandoRemovoUmFilmeNaListaEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","237","","com.lists.AdicionarFilmeTest","","com.lists.AdicionarFilmeTest","","testQuandoAdicionoUmFilmeNaListaEntaoObtenhoStatusCode201EOsDadosDaResposta",""
"passed","","","5296","","com.lists.BuscarDetalhesListaTest","","com.lists.BuscarDetalhesListaTest","","testQuandoOsDetalhesDeUmaListaEntaoObtenhoStatusCode200EOsDadosDaResposta",""
"passed","","","501","","com.lists.LimparListaTest","","com.lists.LimparListaTest","","testQuandoLimpoUmaListaEntaoObtenhoStatusCode201EOsDadosDaResposta",""
"passed","","","222","","com.lists.AdicionarFilmeTest","","com.lists.AdicionarFilmeTest","","testQuandoAdicionoUmFilmeSemEstarAutorizadoEntaoObtenhoStatusCode401EOsDadosDaResposta",""
"passed","","","268","","com.lists.AdicionarFilmeTest","","com.lists.AdicionarFilmeTest","","testQuandoAdicionoUmFilmeRepetidoNaListaEntaoObtenhoStatusCode403EOsDadosDaResposta",""
"passed","","","250","","com.lists.AdicionarFilmeTest","","com.lists.AdicionarFilmeTest","","testQuandoAdicionoUmFilmeInvalidoEntaoObtenhoStatusCode404EOsDadosDaResposta",""
"passed","","","315","","com.lists.CriarListaTest","","com.lists.CriarListaTest","","testQuandoCrioUmaListaEntaoObtenhoStatusCode201EOsDadosDaResposta",""
"passed","","","190","","com.account.BuscarListasTest","","com.account.BuscarListasTest","","testQuandoBuscoAsListasEntaoObtenhoStatusCode200EOsDadosDaResposta",""
